time_id,timestamp,date,hour,weekday,is_weekend
2436,1544799903.831,2018-12-14,15,Friday,False
2437,1544715303.61,2018-12-13,15,Thursday,False
2438,1543291042.105,2018-11-27,3,Tuesday,False
2439,1544997613.921,2018-12-16,22,Sunday,True
2440,1543800775.989,2018-12-03,1,Monday,False
2441,1545100504.65,2018-12-18,2,Tuesday,False
2442,1543663376.144,2018-12-01,11,Saturday,True
2443,1543422547.855,2018-11-28,16,Wednesday,False
2444,1543430487.282,2018-11-28,18,Wednesday,False
2445,1543743779.574,2018-12-02,9,Sunday,True
2446,1545047110.776,2018-12-17,11,Monday,False
2447,1544681710.656,2018-12-13,6,Thursday,False
2448,1543556885.556,2018-11-30,5,Friday,False
2449,1544900415.554,2018-12-15,19,Saturday,True
2450,1543415529.552,2018-11-28,14,Wednesday,False
2451,1543735980.205,2018-12-02,7,Sunday,True
2452,1544891409.476,2018-12-15,16,Saturday,True
2453,1545042309.789,2018-12-17,10,Monday,False
2454,1544828710.66,2018-12-14,23,Friday,False
2455,1543463061.347,2018-11-29,3,Thursday,False
2456,1543720083.931,2018-12-02,3,Sunday,True
2457,1544903403.388,2018-12-15,19,Saturday,True
2458,1545123009.463,2018-12-18,8,Tuesday,False
2459,1545081609.273,2018-12-17,21,Monday,False
2460,1545154810.337,2018-12-18,17,Tuesday,False
2461,1545136206.791,2018-12-18,12,Tuesday,False
2462,1543822677.691,2018-12-03,7,Monday,False
2463,1544928003.879,2018-12-16,2,Sunday,True
2464,1545088203.495,2018-12-17,23,Monday,False
2465,1543509788.509,2018-11-29,16,Thursday,False
2466,1545076508.984,2018-12-17,19,Monday,False
2467,1545042010.784,2018-12-17,10,Monday,False
2468,1545033603.6,2018-12-17,8,Monday,False
2469,1543398613.502,2018-11-28,9,Wednesday,False
2470,1543483086.394,2018-11-29,9,Thursday,False
2471,1543636683.068,2018-12-01,3,Saturday,True
2472,1544743211.781,2018-12-13,23,Thursday,False
2473,1543361783.43,2018-11-27,23,Tuesday,False
2474,1543342882.55,2018-11-27,18,Tuesday,False
2475,1543274474.387,2018-11-26,23,Monday,False
2476,1545144605.461,2018-12-18,14,Tuesday,False
2477,1544946309.786,2018-12-16,7,Sunday,True
2478,1544769610.01,2018-12-14,6,Friday,False
2479,1543398936.141,2018-11-28,9,Wednesday,False
2480,1543520581.74,2018-11-29,19,Thursday,False
2481,1544678410.527,2018-12-13,5,Thursday,False
2482,1543784882.445,2018-12-02,21,Sunday,True
2483,1543313002.265,2018-11-27,10,Tuesday,False
2484,1543273751.4,2018-11-26,23,Monday,False
2485,1543765082.217,2018-12-02,15,Sunday,True
2486,1544753408.312,2018-12-14,2,Friday,False
2487,1543359804.154,2018-11-27,23,Tuesday,False
2488,1543663982.842,2018-12-01,11,Saturday,True
2489,1543653478.867,2018-12-01,8,Saturday,True
2490,1543584483.998,2018-11-30,13,Friday,False
2491,1544710511.704,2018-12-13,14,Thursday,False
2492,1543649882.32,2018-12-01,7,Saturday,True
2493,1543749483.663,2018-12-02,11,Sunday,True
2494,1543777677.613,2018-12-02,19,Sunday,True
2495,1543349542.714,2018-11-27,20,Tuesday,False
2496,1543337303.766,2018-11-27,16,Tuesday,False
2497,1543520285.094,2018-11-29,19,Thursday,False
2498,1543696380.689,2018-12-01,20,Saturday,True
2499,1543248310.844,2018-11-26,16,Monday,False
2500,1544822408.208,2018-12-14,21,Friday,False
2501,1545067211.836,2018-12-17,17,Monday,False
2502,1543761786.73,2018-12-02,14,Sunday,True
2503,1543631577.404,2018-12-01,2,Saturday,True
2504,1544910603.771,2018-12-15,21,Saturday,True
2505,1545053703.862,2018-12-17,13,Monday,False
2506,1544971804.879,2018-12-16,14,Sunday,True
2507,1544680510.323,2018-12-13,5,Thursday,False
2508,1544702109.592,2018-12-13,11,Thursday,False
2509,1543320203.806,2018-11-27,12,Tuesday,False
2510,1543420388.076,2018-11-28,15,Wednesday,False
2511,1543292122.584,2018-11-27,4,Tuesday,False
2512,1545099607.225,2018-12-18,2,Tuesday,False
2513,1543471678.939,2018-11-29,6,Thursday,False
2514,1543365742.25,2018-11-28,0,Wednesday,False
2515,1544848205.142,2018-12-15,4,Saturday,True
2516,1543869185.985,2018-12-03,20,Monday,False
2517,1543300942.197,2018-11-27,6,Tuesday,False
2518,1543729983.112,2018-12-02,5,Sunday,True
2519,1543884480.166,2018-12-04,0,Tuesday,False
2520,1545138309.953,2018-12-18,13,Tuesday,False
2521,1543333522.587,2018-11-27,15,Tuesday,False
2522,1544684107.462,2018-12-13,6,Thursday,False
2523,1543294282.162,2018-11-27,4,Tuesday,False
2524,1543441807.81,2018-11-28,21,Wednesday,False
2525,1543336402.0,2018-11-27,16,Tuesday,False
2526,1545130205.527,2018-12-18,10,Tuesday,False
2527,1543790281.602,2018-12-02,22,Sunday,True
2528,1543296441.865,2018-11-27,5,Tuesday,False
2529,1543738983.064,2018-12-02,8,Sunday,True
2530,1544680211.233,2018-12-13,5,Thursday,False
2531,1543232829.62,2018-11-26,11,Monday,False
2532,1543303281.908,2018-11-27,7,Tuesday,False
2533,1544871012.239,2018-12-15,10,Saturday,True
2534,1543445407.932,2018-11-28,22,Wednesday,False
2535,1543300043.359,2018-11-27,6,Tuesday,False
2536,1545008406.296,2018-12-17,1,Monday,False
2537,1543443247.843,2018-11-28,22,Wednesday,False
2538,1545142510.808,2018-12-18,14,Tuesday,False
2539,1544811003.936,2018-12-14,18,Friday,False
2540,1543561675.699,2018-11-30,7,Friday,False
2541,1545055809.081,2018-12-17,14,Monday,False
2542,1543474681.224,2018-11-29,6,Thursday,False
2543,1544819116.496,2018-12-14,20,Friday,False
2544,1544997614.653,2018-12-16,22,Sunday,True
2545,1543737780.847,2018-12-02,8,Sunday,True
2546,1544687711.443,2018-12-13,7,Thursday,False
2547,1543630270.524,2018-12-01,2,Saturday,True
2548,1543274294.567,2018-11-26,23,Monday,False
2549,1543526585.361,2018-11-29,21,Thursday,False
2550,1543600082.548,2018-11-30,17,Friday,False
2551,1543700579.383,2018-12-01,21,Saturday,True
2552,1543685883.992,2018-12-01,17,Saturday,True
2553,1543670281.61,2018-12-01,13,Saturday,True
2554,1543774987.786,2018-12-02,18,Sunday,True
2555,1543786980.925,2018-12-02,21,Sunday,True
2556,1543347925.284,2018-11-27,19,Tuesday,False
2557,1543283302.453,2018-11-27,1,Tuesday,False
2558,1543328482.765,2018-11-27,14,Tuesday,False
2559,1543678976.577,2018-12-01,15,Saturday,True
2560,1544736005.137,2018-12-13,21,Thursday,False
2561,1543300222.284,2018-11-27,6,Tuesday,False
2562,1544718605.975,2018-12-13,16,Thursday,False
2563,1543258750.292,2018-11-26,18,Monday,False
2564,1543628583.344,2018-12-01,1,Saturday,True
2565,1543770183.432,2018-12-02,17,Sunday,True
2566,1544934612.998,2018-12-16,4,Sunday,True
2567,1543328482.121,2018-11-27,14,Tuesday,False
2568,1544851512.263,2018-12-15,5,Saturday,True
2569,1543816681.953,2018-12-03,5,Monday,False
2570,1543310483.24,2018-11-27,9,Tuesday,False
2571,1544999410.489,2018-12-16,22,Sunday,True
2572,1543559878.681,2018-11-30,6,Friday,False
2573,1544677513.304,2018-12-13,5,Thursday,False
2574,1544892908.259,2018-12-15,16,Saturday,True
2575,1543295724.268,2018-11-27,5,Tuesday,False
2576,1544691009.192,2018-12-13,8,Thursday,False
2577,1545025511.199,2018-12-17,5,Monday,False
2578,1545087603.914,2018-12-17,23,Monday,False
2579,1544832912.746,2018-12-15,0,Saturday,True
2580,1543662175.78,2018-12-01,11,Saturday,True
2581,1544759405.8,2018-12-14,3,Friday,False
2582,1543612087.465,2018-11-30,21,Friday,False
2583,1544731211.502,2018-12-13,20,Thursday,False
2584,1543654679.091,2018-12-01,8,Saturday,True
2585,1544868911.225,2018-12-15,10,Saturday,True
2586,1544867713.073,2018-12-15,9,Saturday,True
2587,1543736284.823,2018-12-02,7,Sunday,True
2588,1543213321.954,2018-11-26,6,Monday,False
2589,1545011412.897,2018-12-17,1,Monday,False
2590,1544779206.152,2018-12-14,9,Friday,False
2591,1544873111.061,2018-12-15,11,Saturday,True
2592,1544756111.171,2018-12-14,2,Friday,False
2593,1545144903.449,2018-12-18,14,Tuesday,False
2594,1544984413.292,2018-12-16,18,Sunday,True
2595,1545041103.387,2018-12-17,10,Monday,False
2596,1543516987.06,2018-11-29,18,Thursday,False
2597,1545147610.295,2018-12-18,15,Tuesday,False
2598,1544770209.068,2018-12-14,6,Friday,False
2599,1545114303.364,2018-12-18,6,Tuesday,False
2600,1543604587.045,2018-11-30,19,Friday,False
2601,1543228869.9,2018-11-26,10,Monday,False
2602,1545023105.09,2018-12-17,5,Monday,False
2603,1543677182.54,2018-12-01,15,Saturday,True
2604,1544969103.728,2018-12-16,14,Sunday,True
2605,1543512480.226,2018-11-29,17,Thursday,False
2606,1543516378.536,2018-11-29,18,Thursday,False
2607,1543398247.821,2018-11-28,9,Wednesday,False
2608,1544934012.986,2018-12-16,4,Sunday,True
2609,1544934312.467,2018-12-16,4,Sunday,True
2610,1544870109.471,2018-12-15,10,Saturday,True
2611,1545020109.508,2018-12-17,4,Monday,False
2612,1543419488.047,2018-11-28,15,Wednesday,False
2613,1543459076.048,2018-11-29,2,Thursday,False
2614,1543556580.419,2018-11-30,5,Friday,False
2615,1544409644.978,2018-12-10,2,Monday,False
2616,1544687108.203,2018-12-13,7,Thursday,False
2617,1543876382.61,2018-12-03,22,Monday,False
2618,1544826906.55,2018-12-14,22,Friday,False
2619,1543466100.029,2018-11-29,4,Thursday,False
2620,1543838279.232,2018-12-03,11,Monday,False
2621,1545111610.716,2018-12-18,5,Tuesday,False
2622,1543887181.581,2018-12-04,1,Tuesday,False
2623,1545150313.071,2018-12-18,16,Tuesday,False
2624,1543448107.948,2018-11-28,23,Wednesday,False
2625,1543455487.991,2018-11-29,1,Thursday,False
2626,1543428849.085,2018-11-28,18,Wednesday,False
2627,1544949012.117,2018-12-16,8,Sunday,True
2628,1543584178.992,2018-11-30,13,Friday,False
2629,1544978112.272,2018-12-16,16,Sunday,True
2630,1543464308.243,2018-11-29,4,Thursday,False
2631,1543786976.404,2018-12-02,21,Sunday,True
2632,1543432807.98,2018-11-28,19,Wednesday,False
2633,1543834378.359,2018-12-03,10,Monday,False
2634,1545054310.097,2018-12-17,13,Monday,False
2635,1543720682.871,2018-12-02,3,Sunday,True
2636,1543456030.198,2018-11-29,1,Thursday,False
2637,1545107108.982,2018-12-18,4,Tuesday,False
2638,1544402909.71,2018-12-10,0,Monday,False
2639,1543332262.405,2018-11-27,15,Tuesday,False
2640,1544857511.114,2018-12-15,7,Saturday,True
2641,1543543379.238,2018-11-30,2,Friday,False
2642,1543813379.071,2018-12-03,5,Monday,False
2643,1544703606.745,2018-12-13,12,Thursday,False
2644,1543586281.13,2018-11-30,13,Friday,False
2645,1543286363.719,2018-11-27,2,Tuesday,False
2646,1543398499.746,2018-11-28,9,Wednesday,False
2647,1543318942.204,2018-11-27,11,Tuesday,False
2648,1544734209.095,2018-12-13,20,Thursday,False
2649,1543896783.879,2018-12-04,4,Tuesday,False
2650,1545159312.093,2018-12-18,18,Tuesday,False
2651,1544757608.598,2018-12-14,3,Friday,False
2652,1543777976.371,2018-12-02,19,Sunday,True
2653,1543402584.8,2018-11-28,10,Wednesday,False
2654,1543654980.881,2018-12-01,9,Saturday,True
2655,1543794176.44,2018-12-02,23,Sunday,True
2656,1544721312.395,2018-12-13,17,Thursday,False
2657,1543829880.4,2018-12-03,9,Monday,False
2658,1543425387.445,2018-11-28,17,Wednesday,False
2659,1544893811.091,2018-12-15,17,Saturday,True
2660,1543349182.547,2018-11-27,20,Tuesday,False
2661,1543711676.143,2018-12-02,0,Sunday,True
2662,1544831109.282,2018-12-14,23,Friday,False
2663,1543272789.845,2018-11-26,22,Monday,False
2664,1544671512.337,2018-12-13,3,Thursday,False
2665,1543759977.935,2018-12-02,14,Sunday,True
2666,1543341803.801,2018-11-27,18,Tuesday,False
2667,1543464667.825,2018-11-29,4,Thursday,False
2668,1543395300.102,2018-11-28,8,Wednesday,False
2669,1544734807.693,2018-12-13,21,Thursday,False
2670,1545034204.697,2018-12-17,8,Monday,False
2671,1543276454.933,2018-11-26,23,Monday,False
2672,1543832276.354,2018-12-03,10,Monday,False
2673,1543875781.791,2018-12-03,22,Monday,False
2674,1543296982.612,2018-11-27,5,Tuesday,False
2675,1543532584.698,2018-11-29,23,Thursday,False
2676,1543437668.704,2018-11-28,20,Wednesday,False
2677,1544854211.454,2018-12-15,6,Saturday,True
2678,1543692478.688,2018-12-01,19,Saturday,True
2679,1543447928.496,2018-11-28,23,Wednesday,False
2680,1543712881.783,2018-12-02,1,Sunday,True
2681,1543891983.548,2018-12-04,2,Tuesday,False
2682,1544766008.404,2018-12-14,5,Friday,False
2683,1543758483.898,2018-12-02,13,Sunday,True
2684,1543325242.082,2018-11-27,13,Tuesday,False
2685,1543810679.024,2018-12-03,4,Monday,False
2686,1544398406.061,2018-12-09,23,Sunday,True
2687,1543766278.045,2018-12-02,15,Sunday,True
2688,1544839511.121,2018-12-15,2,Saturday,True
2689,1544925613.895,2018-12-16,2,Sunday,True
2690,1543356202.867,2018-11-27,22,Tuesday,False
2691,1543503185.682,2018-11-29,14,Thursday,False
2692,1543303463.728,2018-11-27,7,Tuesday,False
2693,1543704186.44,2018-12-01,22,Saturday,True
2694,1543287982.503,2018-11-27,3,Tuesday,False
2695,1545069305.482,2018-12-17,17,Monday,False
2696,1543629775.666,2018-12-01,2,Saturday,True
2697,1543549976.509,2018-11-30,3,Friday,False
2698,1545157509.269,2018-12-18,18,Tuesday,False
2699,1543840076.655,2018-12-03,12,Monday,False
2700,1543455488.409,2018-11-29,1,Thursday,False
2701,1544877313.403,2018-12-15,12,Saturday,True
2702,1543799279.286,2018-12-03,1,Monday,False
2703,1543639982.736,2018-12-01,4,Saturday,True
2704,1543719180.67,2018-12-02,2,Sunday,True
2705,1543551477.997,2018-11-30,4,Friday,False
2706,1543402886.237,2018-11-28,11,Wednesday,False
2707,1543295724.439,2018-11-27,5,Tuesday,False
2708,1545103804.932,2018-12-18,3,Tuesday,False
2709,1544796608.743,2018-12-14,14,Friday,False
2710,1543427588.162,2018-11-28,17,Wednesday,False
2711,1543846382.723,2018-12-03,14,Monday,False
2712,1544931310.702,2018-12-16,3,Sunday,True
2713,1543329382.453,2018-11-27,14,Tuesday,False
2714,1544845812.716,2018-12-15,3,Saturday,True
2715,1543363582.152,2018-11-28,0,Wednesday,False
2716,1543301122.031,2018-11-27,6,Tuesday,False
2717,1543296262.135,2018-11-27,5,Tuesday,False
2718,1543801980.806,2018-12-03,1,Monday,False
2719,1544691006.389,2018-12-13,8,Thursday,False
2720,1543317862.035,2018-11-27,11,Tuesday,False
2721,1543298422.384,2018-11-27,6,Tuesday,False
2722,1543718579.339,2018-12-02,2,Sunday,True
2723,1543667284.568,2018-12-01,12,Saturday,True
2724,1544754614.938,2018-12-14,2,Friday,False
2725,1543397676.12,2018-11-28,9,Wednesday,False
2726,1543525681.929,2018-11-29,21,Thursday,False
2727,1544761803.837,2018-12-14,4,Friday,False
2728,1543566178.189,2018-11-30,8,Friday,False
2729,1544720113.979,2018-12-13,16,Thursday,False
2730,1543718277.342,2018-12-02,2,Sunday,True
2731,1543422908.203,2018-11-28,16,Wednesday,False
2732,1544815508.242,2018-12-14,19,Friday,False
2733,1543229229.871,2018-11-26,10,Monday,False
2734,1543425086.252,2018-11-28,17,Wednesday,False
2735,1543229050.053,2018-11-26,10,Monday,False
2736,1543673278.896,2018-12-01,14,Saturday,True
2737,1543452248.098,2018-11-29,0,Thursday,False
2738,1543804076.473,2018-12-03,2,Monday,False
2739,1544671508.837,2018-12-13,3,Thursday,False
2740,1543881177.073,2018-12-03,23,Monday,False
2741,1543684081.517,2018-12-01,17,Saturday,True
2742,1544809511.275,2018-12-14,17,Friday,False
2743,1543462459.786,2018-11-29,3,Thursday,False
2744,1544695511.477,2018-12-13,10,Thursday,False
2745,1543453118.489,2018-11-29,0,Thursday,False
2746,1544886614.68,2018-12-15,15,Saturday,True
2747,1543839181.622,2018-12-03,12,Monday,False
2748,1544784606.905,2018-12-14,10,Friday,False
2749,1545016812.045,2018-12-17,3,Monday,False
2750,1544844305.504,2018-12-15,3,Saturday,True
2751,1543214432.598,2018-11-26,6,Monday,False
2752,1543471385.841,2018-11-29,6,Thursday,False
2753,1543863780.618,2018-12-03,19,Monday,False
2754,1543543983.409,2018-11-30,2,Friday,False
2755,1543839180.547,2018-12-03,12,Monday,False
2756,1543292483.53,2018-11-27,4,Tuesday,False
2757,1544694611.299,2018-12-13,9,Thursday,False
2758,1543264511.951,2018-11-26,20,Monday,False
2759,1543418588.055,2018-11-28,15,Wednesday,False
2760,1544944811.706,2018-12-16,7,Sunday,True
2761,1543795089.84,2018-12-02,23,Sunday,True
2762,1544845515.564,2018-12-15,3,Saturday,True
2763,1544847309.472,2018-12-15,4,Saturday,True
2764,1544946906.212,2018-12-16,7,Sunday,True
2765,1545146110.03,2018-12-18,15,Tuesday,False
2766,1543565336.895,2018-11-30,8,Friday,False
2767,1544701808.907,2018-12-13,11,Thursday,False
2768,1544748603.822,2018-12-14,0,Friday,False
2769,1543505879.033,2018-11-29,15,Thursday,False
2770,1543460361.606,2018-11-29,2,Thursday,False
2771,1544828113.097,2018-12-14,22,Friday,False
2772,1543424169.873,2018-11-28,16,Wednesday,False
2773,1543792381.165,2018-12-02,23,Sunday,True
2774,1545075605.742,2018-12-17,19,Monday,False
2775,1543751579.447,2018-12-02,11,Sunday,True
2776,1543448018.71,2018-11-28,23,Wednesday,False
2777,1544683510.289,2018-12-13,6,Thursday,False
2778,1544868003.687,2018-12-15,10,Saturday,True
2779,1543320382.251,2018-11-27,12,Tuesday,False
2780,1544964910.555,2018-12-16,12,Sunday,True
2781,1543769884.843,2018-12-02,16,Sunday,True
2782,1544744707.374,2018-12-13,23,Thursday,False
2783,1544783713.184,2018-12-14,10,Friday,False
2784,1544717414.079,2018-12-13,16,Thursday,False
2785,1543692481.786,2018-12-01,19,Saturday,True
2786,1544827511.309,2018-12-14,22,Friday,False
2787,1543668480.544,2018-12-01,12,Saturday,True
2788,1544671799.38,2018-12-13,3,Thursday,False
2789,1544914809.414,2018-12-15,23,Saturday,True
2790,1544824806.129,2018-12-14,22,Friday,False
2791,1543514875.942,2018-11-29,18,Thursday,False
2792,1543401986.886,2018-11-28,10,Wednesday,False
2793,1544972105.842,2018-12-16,14,Sunday,True
2794,1543399293.542,2018-11-28,10,Wednesday,False
2795,1543258569.848,2018-11-26,18,Monday,False
2796,1543452608.123,2018-11-29,0,Thursday,False
2797,1543367182.238,2018-11-28,1,Wednesday,False
2798,1543294102.714,2018-11-27,4,Tuesday,False
2799,1543765677.559,2018-12-02,15,Sunday,True
2800,1544907313.87,2018-12-15,20,Saturday,True
2801,1543482781.354,2018-11-29,9,Thursday,False
2802,1543279334.12,2018-11-27,0,Tuesday,False
2803,1543315341.968,2018-11-27,10,Tuesday,False
2804,1545024307.365,2018-12-17,5,Monday,False
2805,1544898005.522,2018-12-15,18,Saturday,True
2806,1543720683.155,2018-12-02,3,Sunday,True
2807,1543543078.836,2018-11-30,1,Friday,False
2808,1543512481.594,2018-11-29,17,Thursday,False
2809,1543364303.432,2018-11-28,0,Wednesday,False
2810,1543301843.299,2018-11-27,6,Tuesday,False
2811,1545110406.642,2018-12-18,5,Tuesday,False
2812,1544926812.983,2018-12-16,2,Sunday,True
2813,1545153007.457,2018-12-18,17,Tuesday,False
2814,1544942414.395,2018-12-16,6,Sunday,True
2815,1543293743.588,2018-11-27,4,Tuesday,False
2816,1543454618.986,2018-11-29,1,Thursday,False
2817,1544972408.031,2018-12-16,15,Sunday,True
2818,1545121210.138,2018-12-18,8,Tuesday,False
2819,1545153003.978,2018-12-18,17,Tuesday,False
2820,1543304362.355,2018-11-27,7,Tuesday,False
2821,1544682910.009,2018-12-13,6,Thursday,False
2822,1543537383.383,2018-11-30,0,Friday,False
2823,1545038103.439,2018-12-17,9,Monday,False
2824,1543649876.116,2018-12-01,7,Saturday,True
2825,1543458860.831,2018-11-29,2,Thursday,False
2826,1545078017.0,2018-12-17,20,Monday,False
2827,1543715882.532,2018-12-02,1,Sunday,True
2828,1543422907.857,2018-11-28,16,Wednesday,False
2829,1545155709.781,2018-12-18,17,Tuesday,False
2830,1545111610.463,2018-12-18,5,Tuesday,False
2831,1543540677.624,2018-11-30,1,Friday,False
2832,1543359262.626,2018-11-27,22,Tuesday,False
2833,1543418227.901,2018-11-28,15,Wednesday,False
2834,1545006614.763,2018-12-17,0,Monday,False
2835,1543275014.6,2018-11-26,23,Monday,False
2836,1543623178.583,2018-12-01,0,Saturday,True
2837,1543425386.389,2018-11-28,17,Wednesday,False
2838,1544706013.869,2018-12-13,13,Thursday,False
2839,1544940606.567,2018-12-16,6,Sunday,True
2840,1543483381.791,2018-11-29,9,Thursday,False
2841,1543424347.846,2018-11-28,16,Wednesday,False
2842,1543358545.535,2018-11-27,22,Tuesday,False
2843,1544930412.43,2018-12-16,3,Sunday,True
2844,1543252090.151,2018-11-26,17,Monday,False
2845,1543893780.85,2018-12-04,3,Tuesday,False
2846,1544704804.003,2018-12-13,12,Thursday,False
2847,1545142509.062,2018-12-18,14,Tuesday,False
2848,1543280961.858,2018-11-27,1,Tuesday,False
2849,1543437668.678,2018-11-28,20,Wednesday,False
2850,1545127210.145,2018-12-18,10,Tuesday,False
2851,1543338022.149,2018-11-27,17,Tuesday,False
2852,1543475882.059,2018-11-29,7,Thursday,False
2853,1543281322.444,2018-11-27,1,Tuesday,False
2854,1543498382.959,2018-11-29,13,Thursday,False
2855,1543268650.082,2018-11-26,21,Monday,False
2856,1544714709.525,2018-12-13,15,Thursday,False
2857,1544682909.221,2018-12-13,6,Thursday,False
2858,1543287443.705,2018-11-27,2,Tuesday,False
2859,1543603981.197,2018-11-30,18,Friday,False
2860,1544696412.421,2018-12-13,10,Thursday,False
2861,1543406484.135,2018-11-28,12,Wednesday,False
2862,1544807105.208,2018-12-14,17,Friday,False
2863,1543768086.455,2018-12-02,16,Sunday,True
2864,1545156912.844,2018-12-18,18,Tuesday,False
2865,1543453688.239,2018-11-29,1,Thursday,False
2866,1543858680.585,2018-12-03,17,Monday,False
2867,1543506782.304,2018-11-29,15,Thursday,False
2868,1543771985.076,2018-12-02,17,Sunday,True
2869,1543535886.595,2018-11-29,23,Thursday,False
2870,1544679014.497,2018-12-13,5,Thursday,False
2871,1543300222.48,2018-11-27,6,Tuesday,False
2872,1543467299.999,2018-11-29,4,Thursday,False
2873,1545036905.043,2018-12-17,8,Monday,False
2874,1543792082.596,2018-12-02,23,Sunday,True
2875,1543891984.543,2018-12-04,2,Tuesday,False
2876,1543433888.217,2018-11-28,19,Wednesday,False
2877,1543419848.279,2018-11-28,15,Wednesday,False
2878,1544699409.742,2018-12-13,11,Thursday,False
2879,1544803809.749,2018-12-14,16,Friday,False
2880,1543451621.704,2018-11-29,0,Thursday,False
2881,1544847610.767,2018-12-15,4,Saturday,True
2882,1543813083.233,2018-12-03,4,Monday,False
2883,1543698181.031,2018-12-01,21,Saturday,True
2884,1544906412.272,2018-12-15,20,Saturday,True
2885,1543621981.251,2018-11-30,23,Friday,False
2886,1545114606.805,2018-12-18,6,Tuesday,False
2887,1543418227.873,2018-11-28,15,Wednesday,False
2888,1543876682.598,2018-12-03,22,Monday,False
2889,1543810985.018,2018-12-03,4,Monday,False
2890,1544673306.662,2018-12-13,3,Thursday,False
2891,1543519378.512,2018-11-29,19,Thursday,False
2892,1543353502.336,2018-11-27,21,Tuesday,False
2893,1545125405.219,2018-12-18,9,Tuesday,False
2894,1543618990.749,2018-11-30,23,Friday,False
2895,1543673882.64,2018-12-01,14,Saturday,True
2896,1543783382.046,2018-12-02,20,Sunday,True
2897,1543665480.7,2018-12-01,11,Saturday,True
2898,1543348462.183,2018-11-27,19,Tuesday,False
2899,1543587783.485,2018-11-30,14,Friday,False
2900,1545155708.495,2018-12-18,17,Tuesday,False
2901,1545120911.654,2018-12-18,8,Tuesday,False
2902,1545120613.573,2018-12-18,8,Tuesday,False
2903,1543284562.126,2018-11-27,2,Tuesday,False
2904,1543794478.52,2018-12-02,23,Sunday,True
2905,1543748582.738,2018-12-02,11,Sunday,True
2906,1543419128.686,2018-11-28,15,Wednesday,False
2907,1543399296.326,2018-11-28,10,Wednesday,False
2908,1543443427.975,2018-11-28,22,Wednesday,False
2909,1543313004.0,2018-11-27,10,Tuesday,False
2910,1543599785.52,2018-11-30,17,Friday,False
2911,1543865584.311,2018-12-03,19,Monday,False
2912,1543436408.138,2018-11-28,20,Wednesday,False
2913,1545115807.551,2018-12-18,6,Tuesday,False
2914,1543405586.67,2018-11-28,11,Wednesday,False
2915,1545081312.086,2018-12-17,21,Monday,False
2916,1543412648.671,2018-11-28,13,Wednesday,False
2917,1545051309.76,2018-12-17,12,Monday,False
2918,1543869781.427,2018-12-03,20,Monday,False
2919,1543666679.938,2018-12-01,12,Saturday,True
2920,1545097805.409,2018-12-18,1,Tuesday,False
2921,1544984709.255,2018-12-16,18,Sunday,True
2922,1544959803.225,2018-12-16,11,Sunday,True
2923,1544946004.114,2018-12-16,7,Sunday,True
2924,1544957105.446,2018-12-16,10,Sunday,True
2925,1543808287.189,2018-12-03,3,Monday,False
2926,1543547278.69,2018-11-30,3,Friday,False
2927,1544859913.071,2018-12-15,7,Saturday,True
2928,1543658877.83,2018-12-01,10,Saturday,True
2929,1544980504.928,2018-12-16,17,Sunday,True
2930,1543207779.095,2018-11-26,4,Monday,False
2931,1543264330.241,2018-11-26,20,Monday,False
2932,1543820284.303,2018-12-03,6,Monday,False
2933,1543690076.0,2018-12-01,18,Saturday,True
2934,1543781283.766,2018-12-02,20,Sunday,True
2935,1543809176.286,2018-12-03,3,Monday,False
2936,1543768086.675,2018-12-02,16,Sunday,True
2937,1544971511.139,2018-12-16,14,Sunday,True
2938,1543416247.862,2018-11-28,14,Wednesday,False
2939,1543681976.366,2018-12-01,16,Saturday,True
2940,1543288162.371,2018-11-27,3,Tuesday,False
2941,1543349002.833,2018-11-27,20,Tuesday,False
2942,1544769308.904,2018-12-14,6,Friday,False
2943,1543209185.872,2018-11-26,5,Monday,False
2944,1543820879.373,2018-12-03,7,Monday,False
2945,1543651980.144,2018-12-01,8,Saturday,True
2946,1544970010.824,2018-12-16,14,Sunday,True
2947,1543686479.685,2018-12-01,17,Saturday,True
2948,1544895610.299,2018-12-15,17,Saturday,True
2949,1545103211.441,2018-12-18,3,Tuesday,False
2950,1543245431.953,2018-11-26,15,Monday,False
2951,1543861977.456,2018-12-03,18,Monday,False
2952,1543479483.304,2018-11-29,8,Thursday,False
2953,1543427227.919,2018-11-28,17,Wednesday,False
2954,1544962811.084,2018-12-16,12,Sunday,True
2955,1544858706.755,2018-12-15,7,Saturday,True
2956,1543664283.314,2018-12-01,11,Saturday,True
2957,1543453720.031,2018-11-29,1,Thursday,False
2958,1543352784.297,2018-11-27,21,Tuesday,False
2959,1543567079.047,2018-11-30,8,Friday,False
2960,1543713180.812,2018-12-02,1,Sunday,True
2961,1545059410.054,2018-12-17,15,Monday,False
2962,1543348643.584,2018-11-27,19,Tuesday,False
2963,1543663685.205,2018-12-01,11,Saturday,True
2964,1544760309.457,2018-12-14,4,Friday,False
2965,1545002109.618,2018-12-16,23,Sunday,True
2966,1543305443.52,2018-11-27,7,Tuesday,False
2967,1544402308.064,2018-12-10,0,Monday,False
2968,1543712283.64,2018-12-02,0,Sunday,True
2969,1544988613.647,2018-12-16,19,Sunday,True
2970,1543287622.445,2018-11-27,3,Tuesday,False
2971,1543343602.0,2018-11-27,18,Tuesday,False
